type	prod0	prod1	prod2	prod3	prod4	prod5	prod6	prod7	prod8	prod9	daysLate
0	11	22	18	15	20	43	20	30	12	40	30
0	12	11	19	17	22	27	22	33	30	24	30
1	38	17	20	15	23	25	17	37	12	22	25
0	16	17	18	12	20	37	19	34	16	42	19
0	11	33	20	11	20	22	20	33	16	22	30
1	20	27	22	6	27	20	18	31	25	19	10
1	19	23	20	22	20	24	22	30	22	18	7
0	12	42	20	15	18	26	19	30	16	26	16
1	34	19	23	20	20	16	23	19	14	23	8
1	11	45	20	11	28	28	18	30	15	30	57
0	11	40	19	15	19	29	22	41	15	21	24
0	8	23	19	15	19	46	22	25	16	31	26
1	8	33	15	17	19	22	20	25	13	34	50
0	16	43	19	19	20	25	22	29	11	26	13
1	13	46	21	15	20	27	22	32	16	30	47
1	19	23	20	14	15	23	20	25	25	20	28
0	12	28	22	15	22	47	22	23	11	43	0
0	4	14	39	15	19	35	17	27	15	17	23
0	8	24	17	14	25	28	17	40	33	21	43
1	20	24	18	14	20	27	21	28	25	25	22
0	16	40	23	13	20	27	21	39	15	15	7
1	23	22	15	11	29	25	16	30	25	15	1
1	35	20	22	15	16	24	20	41	13	21	28
0	12	18	17	15	19	50	20	28	15	37	22
1	22	18	23	16	17	24	20	25	12	19	29
1	12	36	20	10	22	29	21	27	16	29	32
1	30	14	22	21	20	22	23	31	12	21	7
0	11	19	35	16	21	35	17	33	17	15	8
0	12	23	30	21	20	39	19	35	15	21	14
1	22	21	20	24	16	32	23	36	15	15	2
0	15	19	20	11	19	51	14	38	12	50	16
0	11	14	20	14	18	46	21	34	13	45	17
0	8	41	19	14	11	19	18	30	11	29	9
0	9	25	30	23	20	37	21	29	15	22	20
0	13	17	19	16	22	55	20	20	15	34	15
0	16	42	21	16	26	27	22	30	13	20	29
1	21	14	21	14	24	29	24	30	17	18	13
0	19	23	30	10	21	35	23	34	16	21	5
0	11	22	17	10	21	29	23	33	29	22	43
0	11	32	23	12	27	25	21	23	13	19	2
1	14	20	24	13	15	17	20	30	27	20	17
1	20	19	21	14	16	29	20	32	25	20	27
0	12	18	22	17	29	31	20	29	33	11	51
1	21	17	21	17	14	34	20	43	22	27	2
0	12	36	20	20	18	26	20	26	17	23	12
0	12	40	21	18	19	22	23	41	14	12	7
1	21	12	20	9	24	27	23	24	27	19	13
1	19	20	20	15	20	27	22	33	25	20	10
0	10	40	24	18	11	27	19	31	18	16	15
0	13	20	22	6	19	44	27	35	14	40	14
0	14	35	20	15	13	26	18	32	17	19	15
0	15	41	20	18	16	28	17	30	10	20	24
1	24	27	22	15	16	27	23	35	22	19	17
0	13	43	21	17	24	30	19	25	14	14	21
1	10	42	18	7	15	19	20	35	16	30	44
1	11	45	22	10	19	22	19	22	14	33	49
0	10	14	31	19	20	36	17	27	15	15	17
1	14	46	24	20	23	29	19	36	13	30	46
1	12	32	22	13	20	21	19	35	14	29	57
0	20	25	19	15	20	29	20	24	30	22	43
0	13	22	19	16	22	45	22	23	15	31	10
0	12	17	22	19	29	31	23	29	30	20	48
0	10	17	20	13	19	47	20	25	15	43	1
1	31	19	15	16	16	21	18	34	15	23	3
0	15	20	22	15	23	31	21	21	28	21	37
0	11	20	23	18	23	22	22	31	35	20	58
0	13	4	20	15	24	53	21	27	13	45	20
0	7	20	29	11	23	29	20	36	13	15	9
1	14	44	16	14	18	27	26	32	15	27	46
0	12	33	34	12	22	30	20	32	20	18	18
0	12	42	18	14	20	27	19	35	17	22	8
1	18	27	19	21	14	28	21	27	28	14	18
0	13	22	20	17	14	33	23	32	27	20	30
0	14	44	18	13	15	25	21	30	16	20	24
0	9	20	31	14	14	35	17	30	20	20	23
0	12	26	20	14	22	25	21	34	30	15	32
0	13	30	20	14	17	21	20	25	27	20	42
1	23	16	14	20	22	22	18	30	14	20	13
1	36	13	20	18	21	27	20	30	16	20	16
1	19	7	22	17	22	29	24	36	26	18	27
0	16	22	22	15	23	31	21	27	15	22	4
1	24	15	23	16	20	28	23	30	25	19	9
0	12	41	22	24	12	23	17	24	15	16	21
0	12	40	22	16	20	25	22	20	7	16	19
1	22	25	22	15	17	24	20	28	25	25	18
0	9	15	30	12	22	38	19	27	12	18	15
0	7	22	20	9	16	20	24	32	30	19	33
0	14	23	15	14	26	32	20	27	29	15	45
1	10	43	27	23	20	19	21	33	7	34	32
0	14	20	19	18	22	28	20	30	25	19	51
0	8	23	30	15	20	31	18	30	10	20	13
0	20	29	20	20	27	28	17	31	12	12	15
0	10	25	33	14	14	34	17	28	13	19	21
0	9	27	20	21	16	21	22	24	37	23	36
1	12	36	17	12	18	23	20	21	17	29	47
0	13	27	20	20	23	51	20	33	15	45	8
1	18	17	20	5	20	23	22	34	26	20	3
1	20	6	20	17	20	28	26	28	26	14	18
1	27	14	20	10	20	28	18	25	19	20	16
1	14	37	21	15	14	24	21	29	15	30	55
0	12	27	14	17	14	27	16	26	29	23	51
1	27	29	20	18	20	25	20	35	28	20	27
1	16	29	13	22	19	20	23	29	11	31	39
0	6	23	21	15	22	39	22	24	15	46	4
0	7	24	31	15	17	38	19	35	16	20	0
0	15	20	35	14	11	33	20	33	15	22	25
1	33	23	20	13	16	25	24	22	15	21	16
1	33	22	15	13	18	21	20	31	19	20	8
0	27	29	20	18	13	31	18	39	12	21	14
0	12	25	22	17	22	46	21	38	16	47	23
0	14	29	23	16	14	27	20	26	30	20	33
0	12	22	19	19	19	25	20	28	30	20	58
1	32	18	19	13	20	25	21	43	13	19	17
1	16	42	23	16	21	22	26	33	17	30	36
1	21	18	16	14	15	18	16	29	27	19	0
1	28	20	20	18	16	30	22	31	15	18	21
0	12	42	19	17	24	22	20	24	12	22	5
1	13	39	22	16	22	24	20	31	15	31	44
0	11	24	20	17	23	28	20	28	29	20	36
1	13	33	17	11	18	30	27	29	14	34	34
0	10	19	18	11	22	49	23	35	16	36	0
0	6	21	22	10	24	23	20	34	32	18	51
0	10	30	21	14	20	22	22	32	31	23	38
0	12	14	23	15	28	50	18	32	12	40	27
1	20	24	22	13	24	22	19	26	27	24	7
1	12	39	19	15	27	22	24	37	16	30	37
0	13	18	30	20	19	40	16	28	15	19	17
1	13	40	20	14	24	27	20	22	13	26	36
0	15	12	19	14	20	19	15	30	31	21	52
1	28	23	24	15	17	29	20	20	12	22	24
0	15	29	19	17	15	26	17	30	30	14	44
1	23	22	15	8	24	26	19	33	25	20	12
1	22	27	20	10	16	24	21	26	26	26	17
1	13	38	20	16	22	25	22	36	10	37	38
0	14	21	25	20	20	33	22	36	15	15	22
0	12	19	13	20	17	30	16	19	25	19	53
0	13	23	19	15	17	23	20	31	30	16	36
1	22	17	20	13	19	30	25	31	22	20	24
1	20	16	18	13	18	25	16	28	27	20	10
0	11	18	26	21	16	26	23	32	31	25	49
1	9	36	22	11	16	25	20	30	15	31	43
0	12	39	20	13	18	21	20	30	17	24	30
1	10	41	21	12	20	22	21	26	14	30	41
0	12	18	20	15	23	26	14	29	30	17	30
0	16	22	21	12	16	27	22	32	26	25	54
0	13	29	19	15	25	47	23	27	15	33	13
0	9	22	22	15	20	51	21	32	7	45	10
1	27	20	19	19	20	24	20	30	15	23	11
0	12	37	25	7	17	16	20	37	12	20	30
0	16	19	18	14	18	45	20	36	12	51	4
1	11	46	21	12	12	23	23	26	16	30	54
0	13	15	16	19	14	49	21	33	16	37	13
0	20	24	20	15	22	41	19	28	15	40	25
1	19	23	21	7	28	24	21	30	27	22	17
1	11	39	19	16	20	25	20	29	16	26	57
0	12	14	30	14	17	42	17	26	12	20	4
1	17	13	22	15	20	25	18	29	25	21	14
1	33	16	20	8	17	24	23	30	16	23	19
0	12	34	20	11	19	30	19	42	13	20	24
0	16	25	22	14	15	45	20	26	15	37	18
1	22	21	22	13	20	25	19	31	24	19	6
1	11	42	20	16	16	26	20	33	11	22	56
0	13	34	21	11	27	25	21	35	15	14	11
0	12	20	17	21	19	49	21	33	15	31	7
0	6	18	26	15	16	45	20	39	15	33	27
1	23	20	18	15	20	17	26	30	25	20	13
0	12	24	24	17	28	36	23	33	18	21	29
0	10	51	19	8	21	33	19	28	17	20	28
1	35	11	20	14	19	23	20	32	13	22	9
0	12	41	20	18	14	33	20	22	14	13	2
1	13	44	20	15	22	29	20	31	17	31	35
0	13	42	17	12	25	27	21	26	14	27	38
0	14	31	20	20	20	19	20	36	19	20	13
1	12	33	15	13	22	29	20	31	12	28	36
1	34	21	16	15	24	26	19	39	17	17	5
0	12	11	34	13	18	45	19	33	10	25	20
1	20	23	18	15	25	25	25	31	25	22	16
1	20	25	20	10	20	26	21	34	24	20	9
1	15	39	20	15	17	24	19	31	11	40	35
0	10	21	20	15	13	21	20	25	29	16	42
0	12	31	16	11	18	29	18	27	26	21	57
0	16	19	18	18	16	27	23	25	30	20	51
0	12	15	18	19	20	45	20	24	16	48	1
1	19	20	18	14	22	26	21	36	28	16	3
0	16	26	18	18	22	25	19	31	30	19	37
0	25	20	25	19	20	21	20	35	16	23	25
0	9	20	21	22	27	19	21	36	34	18	58
1	14	41	17	16	17	27	22	35	13	27	51
0	13	20	22	16	20	45	18	34	14	38	22
0	12	25	25	18	23	23	18	30	32	26	39
1	38	25	20	8	21	28	15	30	15	24	29
0	24	19	18	16	19	25	18	25	22	26	20
0	12	11	18	15	16	44	16	35	22	44	3
0	11	22	31	11	16	35	22	22	13	21	3
1	7	37	22	18	16	28	19	28	19	34	48
0	7	19	28	12	14	34	20	28	10	19	6
0	12	21	22	9	21	28	22	24	27	23	48
1	20	19	22	13	22	24	15	33	23	21	11
1	11	37	21	10	25	18	20	30	18	30	40
0	10	39	20	16	20	25	22	38	17	21	25
0	6	21	18	9	19	26	22	22	31	20	31
1	13	39	18	19	19	28	20	33	19	30	53
1	13	40	19	15	16	23	20	25	13	28	58
0	11	16	20	15	22	39	20	30	17	43	8
0	13	21	21	14	20	21	23	23	32	22	30
1	12	32	14	13	17	22	18	30	15	28	30
1	14	43	20	15	25	28	25	22	12	33	36
0	10	42	16	17	20	26	20	28	13	20	2
0	14	19	20	13	10	29	20	26	30	23	57
1	20	12	21	15	17	26	23	24	25	20	3
1	4	20	20	19	15	47	19	22	15	43	25
0	17	16	20	19	15	55	18	30	16	44	14
0	13	39	19	17	12	28	15	33	12	20	24
0	9	9	30	18	15	41	20	34	23	15	27
1	12	30	21	17	11	30	17	40	14	29	39
0	12	16	30	11	20	35	21	30	17	22	9
1	19	16	23	17	18	25	20	26	26	25	5
1	13	41	16	13	19	24	24	36	15	26	33
1	16	37	16	14	15	18	13	27	15	26	38
1	26	21	23	18	13	26	20	39	15	17	25
0	13	10	16	10	25	41	20	29	15	34	26
0	16	20	25	24	12	46	23	21	15	39	18
1	31	19	20	15	20	21	16	23	12	22	16
0	11	20	19	12	10	46	22	27	13	44	30
1	15	50	20	19	22	23	28	30	14	32	51
0	9	17	18	10	20	24	24	29	31	22	47
1	20	26	20	14	18	28	21	30	21	22	10
1	14	24	20	10	14	24	18	24	23	24	22
1	15	17	22	17	20	25	18	31	25	19	2
0	5	40	22	10	24	25	18	30	13	21	22
0	9	40	20	11	20	25	20	30	10	18	24
0	12	23	28	18	25	40	15	40	9	22	25
1	12	40	16	11	23	23	17	24	17	32	35
1	10	46	23	15	20	26	18	30	15	32	58
1	28	24	24	12	20	28	22	32	14	20	27
1	16	25	19	19	17	31	22	27	25	22	14
0	9	22	29	16	17	39	21	29	15	21	26
1	16	39	21	16	18	22	23	29	17	26	58
0	9	17	20	14	19	42	17	26	16	36	21
0	12	18	22	18	18	25	18	35	30	17	48
1	36	7	19	17	15	29	18	36	17	21	11
0	11	31	16	14	20	22	20	35	15	20	15
1	8	48	19	15	25	22	20	34	13	25	42
1	16	38	21	13	22	19	17	30	14	27	58
1	24	18	16	19	19	24	20	38	23	15	1
1	10	45	22	19	20	19	20	39	11	24	42
0	13	15	36	15	23	27	24	30	19	17	16
1	21	15	20	9	28	26	16	24	15	15	30
1	30	21	16	12	31	24	20	30	13	24	25
0	15	20	18	15	17	25	20	37	30	20	41
0	9	33	15	11	17	18	18	25	16	22	8
0	12	34	18	18	20	12	20	41	16	22	21
1	18	21	22	13	18	21	21	37	26	17	21
0	11	25	32	13	15	36	22	34	7	26	23
0	12	47	23	12	22	28	18	27	17	11	19
1	16	19	19	15	18	23	25	28	23	20	10
1	24	20	18	25	21	21	25	34	26	22	24
1	17	38	20	13	20	26	17	28	18	35	51
1	32	22	15	15	22	24	17	30	14	21	27
0	11	15	20	15	26	20	20	38	31	24	46
0	12	44	18	15	20	20	22	36	15	18	13
0	15	15	22	20	20	27	19	38	29	19	37
0	14	19	15	18	27	26	16	41	32	18	34
0	13	10	24	13	25	27	20	32	31	18	34
0	7	24	23	7	26	25	20	37	31	17	34
0	12	42	16	15	27	18	17	36	23	16	8
1	15	40	23	21	18	25	21	40	12	28	41
1	11	40	18	18	25	25	21	32	20	37	37
0	8	41	16	13	20	23	23	30	13	20	17
1	15	44	20	12	21	21	17	32	15	26	36
0	6	14	17	14	17	41	20	34	10	50	16
0	12	37	18	15	20	24	18	19	16	20	7
1	23	24	22	15	18	25	18	31	14	22	6
0	14	19	34	23	19	35	20	28	19	24	14
1	20	18	19	15	22	33	19	39	22	23	28
0	12	23	28	17	17	37	19	28	13	20	8
1	12	40	20	20	18	24	23	30	9	21	30
0	13	15	39	12	14	37	20	31	18	20	14
0	11	42	22	14	22	25	20	35	14	16	9
0	7	18	23	8	20	35	19	36	15	22	20
0	15	20	22	13	28	51	16	35	19	41	11
1	13	25	25	13	20	20	21	23	26	20	25
1	15	39	21	10	24	29	24	27	19	33	55
0	12	16	24	9	26	39	20	36	17	34	26
0	12	26	20	10	22	31	21	33	30	20	34
0	11	28	30	21	20	33	20	26	17	17	23
1	37	10	23	15	20	25	22	25	15	18	13
0	11	20	19	15	24	31	21	31	14	20	21
0	16	14	21	16	26	46	20	31	16	40	4
0	21	20	15	21	24	25	18	38	26	21	20
0	12	16	33	12	23	38	21	32	15	18	6
1	17	37	22	19	25	23	18	30	18	33	38
0	11	47	21	13	17	27	16	27	14	19	18
1	11	38	21	14	15	27	21	38	15	36	46
0	19	19	30	15	9	36	19	30	17	27	26
0	12	17	18	12	24	50	17	32	13	40	20
0	10	20	21	14	20	21	16	31	28	23	39
0	6	32	24	12	20	21	21	38	15	17	28
0	13	22	31	12	27	32	24	24	13	23	0
0	14	44	20	21	20	27	22	33	15	22	18
0	9	18	18	13	20	47	18	27	14	40	18
0	11	23	20	19	19	29	22	26	28	21	29
0	11	25	21	10	22	23	17	38	30	24	49
1	24	19	19	17	22	24	21	37	35	20	2
1	14	46	25	10	20	30	18	30	18	41	46
1	13	40	20	13	21	25	20	30	18	35	45
0	11	51	16	9	12	28	22	26	15	20	14
1	18	22	19	13	20	42	20	29	14	39	4
0	9	23	22	13	22	28	18	28	30	18	41
0	16	23	35	14	24	38	18	31	13	25	21
1	18	19	23	11	20	25	26	36	29	20	28
1	33	13	22	22	20	30	20	37	15	26	14
0	15	44	19	9	19	26	20	37	11	24	23
0	12	39	18	12	19	23	20	26	17	23	17
0	11	18	21	19	26	28	19	28	30	19	41
0	15	44	22	17	14	25	22	31	15	24	2
0	12	44	22	16	24	21	22	34	12	14	13
1	18	20	19	19	20	23	16	34	26	16	27
1	21	25	18	15	18	23	19	27	22	22	17
0	9	40	20	14	26	25	17	28	10	16	17
0	7	39	22	15	16	25	22	33	15	20	2
0	12	18	16	11	17	28	22	31	27	25	33
1	20	12	15	15	22	19	20	28	23	20	8
0	13	35	15	10	22	24	20	32	20	17	20
1	9	45	25	12	32	29	20	23	18	31	29
0	9	41	14	13	18	21	19	25	19	19	26
1	9	41	16	14	24	23	17	28	15	26	53
1	14	34	22	16	17	24	20	22	15	31	34
0	12	20	30	18	21	37	20	29	11	25	15
1	29	15	20	16	22	27	19	29	20	20	20
0	12	30	16	13	23	25	20	32	14	23	17
0	11	22	22	15	16	24	22	32	36	22	41
1	18	21	22	16	19	25	18	33	31	20	28
0	11	23	29	16	23	42	18	28	20	18	10
0	38	19	24	13	14	25	18	29	15	22	29
1	15	23	19	19	20	30	20	30	28	24	42
0	15	18	19	16	21	41	18	28	6	40	23
0	7	41	18	24	23	27	20	26	15	17	3
1	12	40	16	13	22	26	24	34	15	19	50
1	35	20	19	14	17	25	18	32	15	22	4
0	12	25	17	19	24	24	24	30	11	15	17
0	14	24	25	12	20	38	20	33	15	24	30
1	30	21	24	15	27	26	27	24	15	20	6
0	14	20	20	14	19	27	20	31	28	19	44
0	10	31	19	18	21	24	21	30	15	21	23
1	8	45	18	15	18	36	21	29	15	33	39
0	10	19	33	19	21	34	22	32	15	21	14
0	12	21	27	15	25	30	20	28	15	16	0
0	12	27	19	13	17	25	16	31	33	19	37
0	14	10	18	17	26	28	16	33	32	23	44
0	12	16	18	14	18	29	18	23	31	13	59
0	13	16	22	8	22	54	21	30	15	47	23
1	19	16	21	21	21	18	18	30	31	23	12
0	12	21	26	18	26	26	17	32	27	20	44
1	11	42	19	25	23	25	25	26	18	29	51
0	15	45	19	15	19	33	20	29	12	14	11
0	15	20	20	11	17	19	24	35	34	20	33
1	30	20	22	19	20	24	20	29	16	20	8
1	25	28	22	16	20	33	20	31	14	20	5
0	12	15	19	8	20	46	22	28	13	41	16
1	22	34	20	15	20	23	24	30	15	11	11
0	15	38	20	11	25	25	21	36	11	19	7
1	13	13	16	9	22	18	20	26	25	18	25
0	14	39	20	9	18	25	18	28	14	14	0
0	13	38	20	20	15	29	22	38	15	23	2
0	32	25	20	15	24	18	21	31	15	19	27
1	9	37	22	13	17	20	15	31	16	29	49
1	22	8	24	10	22	26	18	29	22	23	5
1	33	19	20	15	30	25	16	32	10	20	16
0	14	22	20	21	19	46	20	30	12	44	10
0	14	26	17	15	10	43	21	30	18	41	30
0	13	14	20	11	15	24	19	16	30	27	50
1	12	42	20	15	25	25	19	30	17	29	54
0	11	18	22	23	18	32	29	32	33	19	34
1	43	21	18	17	17	23	20	32	15	22	22
0	12	25	21	15	18	42	20	37	15	44	7
0	9	22	18	15	20	42	18	30	11	53	4
0	13	20	32	10	21	34	21	42	18	23	16
0	13	18	25	13	24	35	22	28	19	16	28
1	30	25	21	16	22	30	21	25	15	20	19
1	25	21	20	17	24	26	24	33	14	20	27
0	11	14	20	13	19	23	20	25	26	20	34
1	26	29	20	18	19	32	18	23	16	21	29
0	16	22	22	15	22	45	20	31	13	40	29
0	14	13	26	14	17	46	20	47	15	32	12
0	13	18	20	14	18	44	22	33	15	39	30
0	12	24	20	16	20	24	20	25	29	17	54
1	24	17	19	18	21	28	20	22	17	27	2
1	33	17	19	13	24	26	20	26	17	16	25
1	20	30	17	14	20	19	18	21	15	17	13
1	32	28	18	15	19	25	14	22	15	19	9
0	16	15	19	16	20	22	21	39	26	17	56
1	12	43	22	12	24	22	20	25	15	36	49
0	13	37	24	13	16	26	21	28	15	22	28
